iter	MultiClass
0	1.030687827
1	0.9593596027
2	0.8987370842
3	0.848771339
4	0.7933799066
5	0.7395298132
6	0.7071597117
7	0.662229621
8	0.6193564064
9	0.5905555848
10	0.5584859674
11	0.528281106
12	0.5062294751
13	0.4801249587
14	0.4589517899
15	0.4375345939
16	0.4167117529
17	0.4001116632
18	0.3858914805
19	0.3718184866
20	0.3596314313
21	0.3432698943
22	0.3286717908
23	0.3196581797
24	0.3083495698
25	0.2960127064
26	0.2868257702
27	0.276162097
28	0.2653427076
29	0.2577087405
30	0.2471505971
31	0.2372487305
32	0.2297136869
33	0.222733581
34	0.2156947397
35	0.2098588828
36	0.2036104704
37	0.1975305368
38	0.1920574253
39	0.1863153297
40	0.1824963373
41	0.1769737078
42	0.1725697777
43	0.1688627206
44	0.1648304537
45	0.160086183
46	0.1563822684
47	0.1535882647
48	0.1505357912
49	0.1462456899
50	0.1430804723
51	0.140556308
52	0.1376144905
53	0.1341863843
54	0.1317838026
55	0.1293943406
56	0.1267670017
57	0.1240431339
58	0.1221737207
59	0.1193838371
60	0.1171658692
61	0.1148517977
62	0.1122635435
63	0.1107822757
64	0.1088477713
65	0.1064179503
66	0.1047038106
67	0.1031169894
68	0.101668149
69	0.1004139963
70	0.09897701679
71	0.09685216815
72	0.09538743046
73	0.09327685552
74	0.09082106189
75	0.08961078039
76	0.08794662027
77	0.08609317239
78	0.08482341032
79	0.08329800259
80	0.08133480866
81	0.08018378361
82	0.07849277183
83	0.07755632801
84	0.07582997974
85	0.07429560478
86	0.07339566549
87	0.07219457673
88	0.07058329862
89	0.06916539513
90	0.06799075817
91	0.06678262176
92	0.06611814173
93	0.06471568327
94	0.06377225828
95	0.06288173339
96	0.06163576336
97	0.06047022039
98	0.05922977678
99	0.05837835203
100	0.057815675
101	0.05696930338
102	0.05603729674
103	0.05507844353
104	0.05434669139
105	0.05345486767
106	0.05281157063
107	0.05188873176
108	0.05106850439
109	0.05023033668
110	0.04963806038
111	0.04903204091
112	0.04831300607
113	0.0476519472
114	0.04687507913
115	0.04635159684
116	0.04569151553
117	0.04529266159
118	0.04485724943
119	0.04413806945
120	0.04371702264
121	0.0433386996
122	0.04279322183
123	0.04222956161
124	0.04165373887
125	0.04114749329
126	0.04071789054
127	0.04020395247
128	0.03971245688
129	0.0391485362
130	0.03878416452
131	0.03829007566
132	0.03781086166
133	0.03748696374
134	0.03712972476
135	0.03668002494
136	0.03622971223
137	0.03579592622
138	0.03532250947
139	0.03507678652
140	0.03468187752
141	0.03435321524
142	0.03398142545
143	0.03361308877
144	0.03324669539
145	0.03282229322
146	0.03255420222
147	0.03220954807
148	0.03182112103
149	0.03165585274
150	0.03138817598
151	0.03112297275
152	0.0308007879
153	0.03061173916
154	0.03035640751
155	0.03007479276
156	0.02981207228
157	0.02956117381
158	0.02932383987
159	0.02901881774
160	0.02872761391
161	0.02841255293
162	0.02811259824
163	0.02782638517
164	0.02764970946
165	0.02740306399
166	0.02715763937
167	0.02698814722
168	0.02676252218
169	0.02658717624
170	0.02634225359
171	0.02607512669
172	0.02589289113
173	0.02571364396
174	0.02554684792
