iter	MultiClass
219	0.03091319639
220	0.03072349451
221	0.03050183029
222	0.03034803621
223	0.03018414649
224	0.03001418783
225	0.02984094082
226	0.0296044596
227	0.02936011067
228	0.02917264315
229	0.02900393756
230	0.02883323753
231	0.02873143172
232	0.02860704216
233	0.02838321227
234	0.02821921581
235	0.02809945521
236	0.0279403778
237	0.02777449699
238	0.02762191927
239	0.02747091365
240	0.02734321236
241	0.02722091247
242	0.02709014624
243	0.02691036449
244	0.02681507642
245	0.02667357427
246	0.02655986552
247	0.02645121569
248	0.02628292619
249	0.02611889572
250	0.02603062974
251	0.02588177551
252	0.02575756433
253	0.02562788499
254	0.02552590887
255	0.0254113662
256	0.0252604169
257	0.0251643934
258	0.02505443749
259	0.0249710767
260	0.02487962937
261	0.02478497208
262	0.02469741152
263	0.02460504338
264	0.0244612184
265	0.02436584353
266	0.02419632996
267	0.02410763786
268	0.02400237108
269	0.02391843598
270	0.02382591531
271	0.02368488533
272	0.02353787506
273	0.02341537439
274	0.02329049346
275	0.02320485122
276	0.02312071462
277	0.02302481169
278	0.02293896573
279	0.02283558837
280	0.02269170771
281	0.02261613985
282	0.02251873356
283	0.02241136919
284	0.02233525701
285	0.02227026288
286	0.02215287593
287	0.02204913194
288	0.0219579327
289	0.02184756705
290	0.02172111004
291	0.02160011196
292	0.02145683022
293	0.02138083217
294	0.021293297
295	0.02120314436
296	0.02108967557
297	0.02100199507
298	0.02091361213
299	0.02084095574
300	0.02077544754
301	0.02066046563
302	0.02056255996
303	0.02045223552
304	0.02036388887
305	0.0202964376
306	0.02023439838
307	0.02017986502
308	0.02010561374
309	0.0199821799
310	0.01992173395
311	0.01985056144
312	0.01979410507
313	0.01972472497
314	0.01964091156
315	0.01957666774
316	0.01950968122
317	0.01941792208
318	0.01935008138
319	0.01927719421
320	0.01922034678
321	0.01914859061
322	0.01904979227
323	0.01899106932
324	0.01888748025
325	0.01882971001
326	0.01877672143
327	0.01870971941
328	0.01864150054
329	0.01855441214
330	0.01845835746
331	0.01839520569
332	0.0183462552
333	0.01828539158
334	0.01824597093
335	0.01817660555
336	0.01810708036
337	0.01801004137
338	0.01794189774
339	0.01787900929
340	0.01781051958
341	0.01775702994
342	0.01770413568
343	0.01765671872
344	0.01761322104
345	0.01753096304
346	0.01747516582
347	0.01742626733
348	0.01736292885
349	0.01729158972
350	0.01720262059
351	0.01716147108
352	0.01710884228
353	0.01703857522
354	0.01698166763
355	0.01689590632
356	0.01684313171
357	0.01679099659
358	0.016729773
359	0.01667375196
360	0.01662697688
361	0.01658362613
362	0.01653603428
363	0.01648965487
364	0.01643391227
365	0.01638425317
366	0.01632072508
367	0.01625817955
368	0.01620616211
369	0.01613488992
370	0.0160707097
371	0.01602199468
372	0.01597118721
373	0.01592117034
374	0.01587120974
375	0.01582983726
376	0.01578839106
377	0.0157412829
378	0.01567033517
379	0.01562798668
380	0.015586079
381	0.01554630286
382	0.01549912501
383	0.01543018241
384	0.01538220192
385	0.01533915587
386	0.01528224675
387	0.01524840121
388	0.01519889786
389	0.01516287006
390	0.01511252382
391	0.01505677899
392	0.01501050629
393	0.01497158986
394	0.01493150283
395	0.01489588198
396	0.01485061575
397	0.01479014803
398	0.014752764
399	0.01470966654
400	0.0146652308
401	0.01462606671
402	0.0145931256
403	0.01455482586
404	0.01452101377
405	0.0144630881
406	0.01443251793
407	0.01440154905
408	0.01436281558
409	0.0143294775
410	0.0142982345
411	0.01424277497
412	0.01420110067
413	0.01416978746
414	0.01414094354
415	0.01410439313
416	0.01406767447
417	0.01401189495
418	0.01397438555
419	0.01394437727
420	0.01391162932
421	0.01388126084
422	0.01384887557
423	0.01381415826
424	0.01377594129
425	0.01374581122
426	0.01370476091
427	0.01366453342
428	0.01362843444
429	0.01359901132
430	0.0135601141
431	0.01353191472
432	0.01350298014
433	0.01347243816
434	0.01341820028
435	0.01338370827
436	0.01335983723
437	0.01332648593
438	0.01329899119
439	0.01327111906
440	0.01324124288
441	0.01320792455
442	0.01316856423
443	0.01313860614
444	0.01310317365
445	0.01306270387
446	0.01303066648
447	0.01298840005
448	0.01294937269
449	0.01290873936
450	0.01287660742
451	0.01284843237
452	0.01282643839
453	0.0127942519
454	0.0127690616
455	0.01272533706
456	0.01269078712
457	0.01266295428
458	0.01262479902
459	0.01259151767
460	0.01255538163
461	0.01250866444
462	0.01246719428
463	0.01241693726
464	0.0123926729
465	0.01236621732
466	0.01234511838
467	0.01232089683
468	0.01230066733
469	0.01226798082
470	0.01222630011
471	0.01219158537
472	0.01216359739
473	0.01213242562
474	0.01208881928
475	0.01204940096
476	0.0120262438
477	0.01200504201
478	0.01197705348
479	0.01194690966
480	0.01191644909
481	0.01188349188
482	0.01185708253
483	0.01182272837
484	0.01179637367
485	0.0117689863
486	0.01174620054
487	0.01171542957
488	0.01168602452
489	0.01166638137
490	0.01164318894
491	0.01161588242
492	0.01158968827
493	0.01155515272
494	0.01153293917
495	0.01150582797
496	0.01148141434
497	0.01144997503
498	0.01142817696
499	0.01140499516
500	0.01137846145
501	0.01135315784
502	0.01132670219
503	0.01130754492
504	0.0112868492
505	0.01126452042
506	0.01122435103
507	0.011204223
508	0.01116743768
509	0.01114747226
510	0.01112578533
511	0.0110982591
512	0.01106156659
513	0.0110357797
514	0.01101558894
515	0.01099598607
516	0.01097760528
517	0.01095438075
518	0.01091970293
519	0.01089609414
520	0.01087280689
521	0.01084989399
522	0.01082445184
523	0.01080156198
524	0.01078058136
525	0.01075952744
526	0.01073584158
527	0.01071285265
528	0.01069092793
529	0.0106654199
530	0.0106489798
531	0.01062551137
532	0.01059911158
533	0.01057130014
534	0.0105547376
535	0.01053249851
536	0.01051049069
537	0.01048514425
538	0.01046758575
539	0.01044114584
540	0.01041995677
541	0.01039181471
542	0.01036653294
543	0.0103406015
544	0.01031880609
545	0.01030294767
546	0.01028206958
547	0.01026475948
548	0.01024462442
549	0.01022118435
550	0.01020339096
551	0.01018783993
552	0.01016446245
553	0.01014902456
554	0.01012473661
555	0.01009697378
556	0.01007706745
557	0.01005271119
558	0.01003169479
559	0.01001178302
560	0.009994628198
561	0.00997494171
562	0.00995135012
563	0.009932886088
564	0.009907590338
565	0.009893671229
566	0.009879972285
567	0.009858511849
568	0.009829699
569	0.009805244982
570	0.009788709146
571	0.0097708408
572	0.009742074203
573	0.009713500664
574	0.009695105827
575	0.009678024408
576	0.009657910922
577	0.00963531445
578	0.009610710959
579	0.009594719614
580	0.009570340915
581	0.00955730341
582	0.009542042957
583	0.009522516179
584	0.009508417585
585	0.00949188888
586	0.009473939836
587	0.009455067852
588	0.009438415568
589	0.009420980503
590	0.009399760664
591	0.009380840357
592	0.009366297844
593	0.009343292093
594	0.009324207127
595	0.009304410337
596	0.009287141067
597	0.009269323294
598	0.009252681137
599	0.009236759272
600	0.009223432296
601	0.009208909253
602	0.009194314292
603	0.009180585492
604	0.009163442045
605	0.009144241712
606	0.009127919367
607	0.009108307153
608	0.009090575121
609	0.009076030541
610	0.009061114231
611	0.009041122219
612	0.009020312484
613	0.009004943025
614	0.008986346086
615	0.008970538745
616	0.008951124544
617	0.008931159319
618	0.008916353209
619	0.008896574487
620	0.008873712629
621	0.008849228363
622	0.008834237495
623	0.008818567469
624	0.00880317048
625	0.008791030165
626	0.008770358515
627	0.008753350788
628	0.008738567578
629	0.008718804332
630	0.008705667136
631	0.008689034267
632	0.008667540656
633	0.00864628158
634	0.008632391432
635	0.008620670282
636	0.008601165061
637	0.008586965343
638	0.008570281101
639	0.008555759581
640	0.008543541755
641	0.008528901099
642	0.008513276393
643	0.008490981925
644	0.008478320411
645	0.008464503221
646	0.008448598522
647	0.008434030881
648	0.008421605512
649	0.008409898547
650	0.008395264469
651	0.008380183616
652	0.008367059834
653	0.008357409326
654	0.008341718432
655	0.008331493199
656	0.008320174791
657	0.008305826724
658	0.008293611835
659	0.008272744331
660	0.008256099961
661	0.008245302771
662	0.008225994935
663	0.008208031297
664	0.008197429715
665	0.008181335371
666	0.008164429861
667	0.008150600181
668	0.008136014958
669	0.008115374769
670	0.00810306694
671	0.008087696597
672	0.008076805781
673	0.008056479381
674	0.008042931889
675	0.008025994919
676	0.00801354133
677	0.008000588975
678	0.007988024378
679	0.007974095641
680	0.007959600923
681	0.00794870999
682	0.007935322699
683	0.007916285501
684	0.007903242977
685	0.007890393492
686	0.007878203281
687	0.007863890118
688	0.007853659915
689	0.007844494241
690	0.007830537979
691	0.007816700909
692	0.007804126052
693	0.007792664189
694	0.007780880205
695	0.007771024011
696	0.007757765305
697	0.007744495832
698	0.007731879679
699	0.007721427655
700	0.007711044239
701	0.007702219683
702	0.007692733623
703	0.007683407363
704	0.007669718518
705	0.007660764223
706	0.007648907239
707	0.007630828153
708	0.007618633201
709	0.007609761966
710	0.007594853455
711	0.007578684142
712	0.007565358705
713	0.0075571756
714	0.007548437024
715	0.007538478232
716	0.007528567148
717	0.007519658288
718	0.007510010096
719	0.007499669525
720	0.007489531907
721	0.007475308915
722	0.007464395974
723	0.007455174495
724	0.007444284677
725	0.007436258588
726	0.007427536537
727	0.00741661138
728	0.007407729091
729	0.007399345457
730	0.007391238362
731	0.00738014497
732	0.00736613712
733	0.007355184435
734	0.007348214603
735	0.007337602385
736	0.007323503457
737	0.007314157593
738	0.007298577901
739	0.007289848243
740	0.007278191432
741	0.007269959302
742	0.007261409621
743	0.007252556665
744	0.007242850049
745	0.00723155913
746	0.007221760017
747	0.007210529489
748	0.007200689571
749	0.00718782677
750	0.007179892245
751	0.007169420223
752	0.00716117119
753	0.007153215273
754	0.007145178961
755	0.007135015049
756	0.007126815803
757	0.007118841076
758	0.007109346078
759	0.007101326139
760	0.007090187523
761	0.007082071697
762	0.007072432095
763	0.007060750183
764	0.007045481573
765	0.007037698975
766	0.007027263454
767	0.00701686615
768	0.007006546769
769	0.006991573243
770	0.00698265846
771	0.006972850503
772	0.006964657601
773	0.006954435651
774	0.006945485883
775	0.006937483764
776	0.006923640258
777	0.006909367179
778	0.006898513414
779	0.006889592954
780	0.006880250833
781	0.006870057038
782	0.00685778272
783	0.006850042746
784	0.006840576658
785	0.006830416056
786	0.006821417903
787	0.006814651547
788	0.006806207868
789	0.006796677537
790	0.006789186884
791	0.006779043017
792	0.006767551246
793	0.006759144091
794	0.006749249579
795	0.006742196548
796	0.006728449791
797	0.006717432955
798	0.006708868177
799	0.006699460947
800	0.006690412428
801	0.006684906644
802	0.006672203302
803	0.006664380148
804	0.006654420751
805	0.006648125466
806	0.006640538352
807	0.006631099779
808	0.006622097544
809	0.006608607443
810	0.006601995427
811	0.006591789726
812	0.006583184195
813	0.006575586682
814	0.006567419078
815	0.006559309917
816	0.006548687497
817	0.00654110092
818	0.006532583383
819	0.006523551981
820	0.00651107516
821	0.00649957377
822	0.006492657534
823	0.006483555993
824	0.006470279173
825	0.00646113941
826	0.00645301879
827	0.006443745444
828	0.006436758707
829	0.006430077889
830	0.006418901637
831	0.006411344138
832	0.006402224502
833	0.006394124104
834	0.006386454331
835	0.006380130652
836	0.006370492896
837	0.006363404539
838	0.006354507111
839	0.006346689835
840	0.006338229361
841	0.006331773342
842	0.006323007633
843	0.006314248416
844	0.006306320648
845	0.00629978839
846	0.00629290449
847	0.006285693204
848	0.006277846076
849	0.006271090893
850	0.006261522558
851	0.006252923485
852	0.006241080438
853	0.006232611632
854	0.006226086272
855	0.006219811953
856	0.006211549218
857	0.006204446179
858	0.006197081423
859	0.00618789637
860	0.006180997893
861	0.006173592819
862	0.006167653759
863	0.006161569631
864	0.006153945156
865	0.006145387872
866	0.006138566936
867	0.006132514648
868	0.006124505491
869	0.00611663998
870	0.006110502761
871	0.006100423268
872	0.00609262462
873	0.006085438151
874	0.006077948361
875	0.006067823062
876	0.006060831564
877	0.006055038436
878	0.00604831611
879	0.006040831935
880	0.006031882427
881	0.006022316206
882	0.006014099986
883	0.006009098391
884	0.006004343742
885	0.005995402356
886	0.005990042106
887	0.005982741871
888	0.00597510747
889	0.005969439067
890	0.005961742775
891	0.005952275757
892	0.005942428443
893	0.005936471063
894	0.005929434919
895	0.005922771544
896	0.00591653832
897	0.005908689059
898	0.005903151346
899	0.005897706124
900	0.005889361349
901	0.005881198132
902	0.005870509549
903	0.005863708225
904	0.005856543928
905	0.005849949341
906	0.005842673306
907	0.00583177379
908	0.005825494706
909	0.005817475106
910	0.005808711054
911	0.005802931032
912	0.005797379674
913	0.00578878019
914	0.005783030481
915	0.005772964712
916	0.005765059136
917	0.00575884666
918	0.005753290297
919	0.005744523163
920	0.005737849345
921	0.005728877291
922	0.005723748212
923	0.005718466515
924	0.005713199976
925	0.005705665099
926	0.00570054891
927	0.005693645762
928	0.005688403248
929	0.005682322895
930	0.005674979563
931	0.005669217469
932	0.00566278074
933	0.005657501445
934	0.005652030644
935	0.005644924511
936	0.005638043253
937	0.005630094987
938	0.005625756915
939	0.005619277255
940	0.005614627611
941	0.005610165859
942	0.005602083961
943	0.005597016822
944	0.005590913527
945	0.005586081018
946	0.005577934673
947	0.005572319145
948	0.005565767863
949	0.005557455028
950	0.005551218955
951	0.00554584954
952	0.005541271844
953	0.005534737203
954	0.005529322702
955	0.005523482895
956	0.005517895867
957	0.005511206151
958	0.005504916864
959	0.005499774899
960	0.005493675353
961	0.005486125884
962	0.00548043071
963	0.005474423389
964	0.005469981386
965	0.005463792456
966	0.005458431961
967	0.005454073409
968	0.00544709034
969	0.005442221896
970	0.005436528493
971	0.00543047928
972	0.00542437982
973	0.005419824202
974	0.005412203947
975	0.005407683611
976	0.005401566017
977	0.005393570344
978	0.005386269608
979	0.00538097225
980	0.005375925568
981	0.005370741334
982	0.005364917606
983	0.00536043429
984	0.005354326884
985	0.005347844318
986	0.005343709692
987	0.005338729149
988	0.005332974366
989	0.005326791411
990	0.005320052983
991	0.005315070107
992	0.005310078216
993	0.005301843087
994	0.005293638024
995	0.005289217584
996	0.005284133187
997	0.005280173898
998	0.005275460747
999	0.005271199875
